Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
God's Miles Nursery & Pre-School,Child Care Center,"What are your child's summer plans? Do you want them to be involved in fun activities that also require learning new things? If the answer is yes, come to God's Miles Nursery and Pre-School summer program!Our summer program is for school aged children ages 6-12. Your child will be given the opportunity to explore and learn about fun themes from fire safety to the solar system. Each week there is a different theme leading up to a big activity on Thursdays.",Hamilton county residents,Hamilton,n/a,5,godsmiles.net,Lori Oliver,oliver.daycare@yahoo.com,(317) 849-4800
Heartland Hall Child Development Center,Child Care Center,Camp for summer,Hamilton county residents,Hamilton,n/a,5,www.heartlandhall.com,Carrie Crandley,administration@heartlandhall.com,(317) 815-4000
Kid's World Daycare,Child Care Center,Pinnacle School Age curriculum,Hamilton county residents,Hamilton,n/a,5,www.kidsworldfishers.com,Lisa Housh,kidsworldfishers@gmail.com,(317) 598-0080
Kinder Care Learning Center #1715,Child Care Center,Not provided,Hamilton county residents,Hamilton,n/a,5,www.kindercare.com,Jessica Potts,301715@klcorp.com,(317) 569-5150
Kindercare Learning Center,Child Care Center,"We surve up to 12 year olds Snack, homework help, children get to choose different ""club"" activities that match their interests, and outdoor time",Hamilton county residents,Hamilton,n/a,5,kindercare.com,Katie Carpenter,070737@klcorp.com,(317) 844-3464
Rainbow Child Development Center,Child Care Center,Not provided,Hamilton county residents,Hamilton,n/a,5,Not Readily Available,Beth Nehring,westfield@rcdci.com,(317) 896-6868
The Goddard School,Child Care Center,Not provided,Hamilton county residents,Hamilton,n/a,5,www.goddardschools.com,Frank Alcala,fishers2in@goddardschools.com,(317) 842-6888
The Little Lamb Child Care Center,Child Care Center,Not provided,Hamilton county residents,Hamilton,n/a,5,www.thelittlelamb.com,Sherry Banks,director@thelittlelamb.com,(317) 848-3580
Anderson Family YMCA - Kids Zone,School Age Program,"The Before and After School Program is designed for children in preK-6th grade. It is designed to help children develop physically, mentally, and spiritually.",Madison county residents,Madison,n/a,5,ymcamadco.org,Kim Contos,kcontos@ymcamadco.org,(765) 644-7796
Asante Children's Theatre - Academy & Prep4Life Program,School Age Program,"Established in 2006, Prep4Life is a tool to build self-esteem, improve communication and team building skills. Open to all children 6 to 16 years of age, Prep4Life introduces young artists to the world of performance art through music, dance, spoken word/poetry and storytelling. It operates year round offering its programming every 9 weeks. During the summer we partner with 7 venues augmenting their existing summer camp offerings with our expertise in performance art. Through Prep4Life, annually, we serve over 550 youth pre-dominantly children from under-resourced neighborhoods.ACT Academy is a ten-month intensive program that begins in September with the audition process then ends in June. Instructors use acting, singing, dance and storytelling to teach valuable life skills. It is best suited for youth who have the desire and discipline to succeed in performance art. Annually, it serves 30 students pre-dominantly children of color and/or children from under-resourced neighborhoods.",Marion county residents,Marion,n/a,12,http://www.asantechildrenstheatre.org,Keesha Dixon,kdixon@asantechildrenstheatre.org,(317) 652-3727
House Of Kids Inc. II,Child Care Center,We write our lesson plans based on a needs assessment of the children. Summer field trips for 3 Year olds and older children.,"Hancock, Henry county residents",Hancock,Henry,5,www.houseofkidsgreenfield.com,Linda Bunton,houseofkidsgreenfield@yahoo.com,(317) 462-8478
"Shining Stars Child Care Academy, LLC",Child Care Center,"On & Off-site field trips and enrichment opportunities. Curriculums: Howard Gardner, Montessori, Reggio (i.e. multiple curriculums to meet individual learning styles and needs.)Only K-7th (up to 13 years old). Also Special Needs acceptance and care.",Hancock county residents,Hancock,n/a,5,Not Readily Available,Director or Admin Assistant,shiningstarscca@sbcglobal.net,(317) 477-5437
Buttons & Bows at Beechwood,Child Care Center,Bible study Continued summer academic program VBS,Hendricks county residents,Hendricks,n/a,5,https://www.facebook.com/pages/Buttons-Bows-Daycare/156955254360078?sk=timeline&ref=page_internal,Tammy Rose,buttonsandbows7651@yahoo.com,(317) 272-4941
Children of America,Child Care Center,"Each of our schools offers Before and After School care with an emphasis on safety, homework, and academic assistance. With a wide variety of supervised activities, opportunities, and experiences, we support increasing interests while nurturing your child's desire for independence. Teachers are always around for academic help, social support, friendship, and fun! Our CAMP WOW summer program is an exciting opportunity for children to continue the learning experience, at the same time offering our families a year-long solution to daycare. We create fun-filled adventures that excite the minds of all our children under the guise of summer fun.",Hendricks county residents,Hendricks,n/a,5,www.childrenofamerica.com,Tammy French,coaavonin@childrenofamerica.com,(317) 838-7037
Cradles To Crayons,Child Care Center,"We provide a daycamp program during the summer and on school breaks for school age children. We have math, science, language, computers, dramatic play, fin motor, gross motor and community activities planned.",Hendricks county residents,Hendricks,n/a,5,Not Readily Available,Mary Jo Kern,cradles2crayonsllc@att.net,(317) 745-1456
AYS ,School Age Program,"AYS, a non-profit, grassroots agency, operates before and after school, early childhood, and summer camps in five central Indiana counties. In addition to a safe place for students in the out-of-school time hours, AYS programs offer homework time, enrichment activities and physical fitness.",Hamilton county residents,Hamilton,n/a,5,www.ayskids.org,Andrea Freund,afreund@ayskids.org,(317) 283-3817
Sonshine School,Child Care Center,We serve After School Care for K-4th grade,Hendricks county residents,Hendricks,n/a,5,www.northviewchristian.org,Becky Tenaglia,becky@northviewchristian.org,(317) 745-2566
ABC's & 123's Learning Center,Child Care Center,We offer a pre-k program designed for kindergarten readiness and we also offer homework and tutoring assistance for our school-agers.,"Hendricks, Wayne county residents",Hendricks,Wayne,5,abclearningcenters.com,Dana Query,dquery@abc123learningcenter.com,(317) 272-2336
"Adventures Child Care & Learning Center, Inc.",Child Care Center,We provide before and after care as well as care during school breaks.,Johnson county residents,Johnson,n/a,5,www.adventureschildcare.net,Christine Waters,adventurescclc@aol.com,(317) 888-9200
Kinder Care Learning Center,Child Care Center,Not provided,"Marion, Hamilton county residents",Marion,Hamilton,12,Not Readily Available,Ellie Wethington,070733@klcorp.com,(317) 251-5577
Barbara B. Jordon Y.M.C.A.,School Age Program,"The Y Before & After School Program allows children to grow personally, clarify values, develop specific skills, improve personal & family relationships, and become better leaders. Our challenge is to accept and demonstrate the Y values of caring honesty, respect and responsibility.",Morgan county residents,Morgan,n/a,5,www.bbjymca.org,Jennifer Neal,jennifer@bbjymca.org,(765) 342-6688
Kinder Care Learning Center #133,Child Care Center,Before and After School program complete with structured curriculum and homework time. Summer and school break camps and field trips offered.,"Marion, Hendricks county residents",Marion,Hendricks,12,Not Readily Available,Rya Pickard,Not Readily Available,(317) 271-0552
"Beech Tree House Center for Child Development, Inc",Child Care Center,"We have a fully accredited private elementary school offering a challenging curriculum in a caring atmosphere with an emphasis on academics, a loving God, human values, and personal excellence!","Marion, Johnson county residents",Marion,Johnson,12,Not Readily Available,Heidi Dowell,hdowell@cwpsa.com,(317) 882-8636
BASE (Before & After School Enrichment) ,School Age Program,"Promote and develop various educational and enrichment experiences that will address educational, spiritual, emotional and cultural needs. All the programs provide both an academic and an enrichment component every day. The academic component includes homework and tutoring help and assistance in any academic enrichment content area. Enrichment components include reading, life skills, and recreation sports such as soccer, basketball and volleyball.",Boone county residents,Boone,n/a,5,www.mentalhealthamericaofboonecounty.com,Pascal Fettig,pfettig@ilines.net,(765) 482-3020
Before and After Care at Kipp Indy Middle School,School Age Program,Not provided,Marion county residents,Marion,n/a,12,Not Readily Available,Project One Love,Not Readily Available,(317) 547-5477
"A Gifted & Talented Child Development Academy, Inc.",Child Care Center,ABEKA Program,Marion county residents,Marion,n/a,12,Not Readily Available,Marcia Butler,gtacademy@aol.com,(317) 546-8818
Annie Panie's Phase II Childcare Center,Child Care Center,"This Program is here to provide a safe, developmentally appropriate environment for infants and toddlers and any other children that is in this facility. The focus is to provide a stimulating early care and learning experience which promotes each child's social, emotional, physical and cognitive development. The goal is to support children's desire to be life- long learners.",Marion county residents,Marion,n/a,12,Not Readily Available,Lakesha Degraphenreed,lakeshadegraphenre@yahoo.com,(317) 600-3276
Auntie Mame's Child Development Center,Child Care Center,Before/after school program,Marion county residents,Marion,n/a,12,www.auntiemames.org,Na'Shaunee Miller,nmiller@amcdc.org,(317) 547-3551
Brook Park Elementary - Before & After Care,School Age Program,"Before and After Care provides a safe and stimulating environment for children. Children are provided opportunities to enjoy club activities which support each elementary school's focus; homework supervision, computerized academic support, sports and fun-filled enrichment activities.",Marion county residents,Marion,n/a,12,Not Readily Available,Amy Leonhard,amyleonhard@msdlt.k12.in.us,(317) 423-8363
Building Blocks Academy,School Age Program,Not provided,Marion county residents,Marion,n/a,12,Not Readily Available,Larnell Burks-Bagley,Not Readily Available,(317) 921-1806
Camp FUEL - Easter Seals/Crossroads,School Age Program,"Camp FUEL - Fun and Unique Experiential Learning - is a new camp at Easter Seals Crossroads appealing to youth ages 11 - 17 with special needs. Two sessions were offered at our main location in the summer of 2014. . Counselors are trained professionals with the goal of providing a unique camp experience for young adults. Participants in the past have enjoyed group activities with peers and special outings such as the fire station, Hunters Honey Farm, Conner Prairie, and even a trip to watch the Indianapolis Indians play!","Marion, Hamilton, Hancock, Hendricks county residents",Marion,"Hamilton, Hancock, Hendricks",12,www.eastersealscrossroads.org,Joelle Samples,jsamples@eastersealscrossroads.org,(317) 466-1000
Camp R.O.C.K.S! - Easter Seals/Crossroads,School Age Program,"Camp R.O.C.K.S. is an overnight camp for children on the Autism Spectrum between the ages of 10 and 18. It is offered through Easter Seals Crossroads at Bradford Woods in Martinsville, IN.","Morgan, Remainder of state county residents",Morgan,Remainder of state,5,www.eastersealscrossroads.org/camp-rocks,Amy Miller,amiller@eastersealscrossroads.org,(317) 466-1000
CampAbility - Easter Seals/Crossroads,School Age Program,"During the summer, CampAbility consists of three, two-week sessions designed for children with special needs ages 4-10. Each camp session gives children the opportunity to explore sensorimotor experiences, expand communication skills and develop social skills in a fun, nurturing environment. Activities include theme days, field trips and guest visitors. Groups led by professionals trained to work with children with special needs provide indoor and outdoor activities designed by physical therapists, occupational therapists, speech-language pathologists and special education teachers. Snacks are provided, and parents are asked to pack sack lunches for their children. Before and after camp care is available for an additional fee. A limited number of scholarships are available based on eligibility.","Marion, Hamilton, Hancock, Hendricks county residents",Marion,"Hamilton, Hancock, Hendricks",12,www.eastersealscrossroads.org,Joelle Samples,jsamples@eastersealscrossroads.org,(317) 782-8888
Capitol City S.D.A School - PreK,School Age Program,Not provided,Marion county residents,Marion,n/a,12,Not Readily Available,Capitol City School,Not Readily Available,(317) 602-3524
Christamore House Afterschool/Summer Camp Programs,School Age Program,"The Afterschool and Summer Camp Programs are both focused on academic excellence and seek to ensure all youth participants retain the educational information they receive during the academic year. Both programs also boast a science, technology, engineering and math (STEM) component and a College Prep component in an effort to ensure youth in attendance gain an awareness of career fields they may not be aware of as well as assistance with preparing for post-secondary educational opportunities.",Marion county residents,Marion,n/a,12,www.christamorehouse.org,Johannon Tate,info@christamorehouse.org,(317) 635-7211
Concord Neighborhood Center,School Age Program,"Concord provides before and after school services, out of school time and summer vacation programs.  We concentrate on youth who attend our nearby schools, but for breaks and summer will accept students through out Mation county.  Our emphasis is more child development and less drop in services.  We cater to working families who need safe, affordable and dependable child services.  To be eligible for program, parents must be working or documented students.  Students must attend designated Concord schools and students enrolled must stay in program until 5:30 pm, CCDF is accepted.",Marion county residents,Marion,n/a,12,www.concordindy.org,Lynn Rogers,lrogers@concordindy.org,(317) 637-4376
Crestview Elementary-MSD of Lawrence Before and After Care,School Age Program,"Before and After Care provides a safe and stimulating environment for children. Children are provided opportunities to enjoy club activities which support each elementary school's focus; homework supervision, computerized academic support, sports and fun-filled enrichment activities.",Marion county residents,Marion,n/a,12,Not Readily Available,Amy Leonhard,amyleonhard@msdlt.k12.in.us,(317) 423-8363
E.D.G.E. ,School Age Program,"EDGE is an out of school time program that focuses on developing the whole child while also providing support and resources to the family through the John H. Boner Community Center. EDGE strives for all youth to reach excellence in the classroom and in their community. We also emphasize the discovery of new skills and interests, while growing positive character and leadership traits.",Marion county residents,Marion,n/a,12,www.jhbcc.org,Debbie Kurz,dkurz@jhbcc.org,(317) 423-2000
Edinburgh Parks and Recreation Before & After School Program,School Age Program,Before and after school program sponsored by Parks and Rec. to provide a safe environment where children go to do homework and have fun with their peers.,"Johnson, Bartholomew county residents",Johnson,Bartholomew,5,Not Readily Available,Edna Whitlock,ewhitlock@edinburgh.in.us,(812) 526-3535
Extended School Enrichment,School Age Program,Extended School Enrichment is founded on the belief that each and every student is capable of being successful. We are committed to setting high expectations and assuring the development of a strong foundation in basic life skills.,Hamilton county residents,Hamilton,n/a,5,www.carmelclayparks.com,Trina Floyd-Messer,tfloydmesser@carmelclayparks.com,(317) 258-8266
Forest Glen Elementary-MSD of Lawrence Township Before/After,School Age Program,"Before and After Care provides a safe and stimulating environment for children. Children are provided opportunities to enjoy club activities which support each elementary school's focus; homework supervision, computerized academic support, sports and fun-filled enrichment activities.",Marion county residents,Marion,n/a,12,Not Readily Available,Amy Leonhard,amyleonhard@msdlt.k12.in.us,(317) 423-8363
G2 Succeed Afterschool Academy @ Guion Creek,School Age Program,The G2 Succeed After School Academy provides 6th graders a range of high quality services to support student learning.,Marion county residents,Marion,n/a,12,Not Readily Available,Christine Balak,cbalak@ciesc.k12.in.us,(317) 602-1819
Great Achievements,School Age Program,"Mentor, tutoring program contained within school, home work assistance, and students get professional art instruction.",Marion county residents,Marion,n/a,12,Not Readily Available,Dora Harris,dorabhar@hotmail.com,(317) 891-0730
Hawthorne Youth Programs,School Age Program,"The socioeconomic and societal realities surrounding the families served by Hawthorne demonstrate the explicit need for Hawthorne to develop and maintain youth programs that address key issues our clientele are facing.  The mission of the School-age Before School, After School and Intersession programming is to provide reliable, safe, and suppportive childcare and to improve academic achievement, social development and physical health in young people.  Hawthorne provides before and after school programs, Monday through Friday during the Indianapolis Public School and Wayne Township balanced calendar.",Marion county residents,Marion,n/a,12,www.hawthornecenter.org,Brent Pedersen,bpedersen@hawthornecenter.org,(317) 637-4312
Herron Community Learning Programs,School Age Program,"Saturday Art School provides arts education and activities for children of all ages, and adults. Classes meet each spring and fall for 8 weeks and are 3 hours in length. A variety of course offerings are available including cartoon illustration, ceramics, painting, graphic design, painting, photography and drawing. Financial aid available for need based families. Registration opens November 1 for Spring Semester, May 1st for Fall Semester.Herron Youth Art Camps are full day, week long creativity camps for elementary, middle school and high school age children. Each week camp centers on an art related topic. 2015 camps include ""Camp Cartoon"" June 15-19, ""Camp Kinetics"" June 22-26, ""Camp Sound"" July 6-10, and ""Camp Tomorrow"" July 13-17. Field trips to nearby museums and parks are included. Early registration is encouraged due to high demand. Registration begins December 1.Herron Honors Art & Design Teen Summer Institute is designed for serious art students who are considering attending art school in university and wish to build their skills and portfolio. This two-week program offers a rigorous schedule of morning and afternoon coursework that approximates the undergraduate experience at Herron School of Art & Design. Lunch sessions are organized to acquaint students with college life in an urban setting. Classes are taught by Herron faculty. The institute culminates in a portfolio review with faculty and student admissions advisors. An application process is required to attend.","Marion, Boone, Hamilton, Hendricks, Johnson, Madison, Morgan, Shelby county residents",Marion,"Boone, Hamilton, Hendricks, Johnson, Madison, Morgan, Shelby",12,www.herroncommunity.org,Jodie Bailey,sschool@iupui.edu,(317) 278-9404
Honey Grove Before and After School Program for CG Schools,School Age Program,"Our Before and After School Program focuses to guide our students to stay involved, and to give back to the community. We strive to maintain a trustworthy, solid support system to our Honey Grove children and families. Our staff promises to take the time to individually recognize and celebrate what makes each of our children unique. Our Program also focuses to have a structured, yet enjoyable atmosphere where students are able to come together as a team. Activities are arranged for age-appropriate groups and clubs that benefit all ages. Our goal is to create an environment with friendly staff and children with smiles! :)",Johnson county residents,Johnson,n/a,5,Honeygroveeducation.com,Mackenzie McClurg,mackenzie@honeygroveeducation.com,(317) 887-5500
Horizons at St. Richard's Episcopal School,School Age Program,"Horizons at St. Richard's Episcopal School (SRES) is closing the Indianapolis, achievement gap by providing under-served children access to high-quality academics in an engaging summer enrichment program, tution free.  Summer learning loss is the largest contributing factor to the national achievement gap, putting low-income students 3 years behind their peers by the fifth grade.  In contrast, Horizons students gain an average of 2-3 months reading and math skills during the five week summer program.  In addition to preventing summer learning loss, Horizons has two other goals:  increasing water safety by teaching our children a life-saving skill through swim lessons, at Butler University, three times a week.  The second goal is prevention of obesity, by teaching and modeling healthy habits.",Marion county residents,Marion,n/a,12,Not Readily Available,Emily Schroeder,eschroeder@strichardschool.org,(317) 926-0425
iCan Bike Camp - Easter Seals/Crossroads,School Age Program,"Children and adults (ages 8 and up) with disabilities (such as autism, developmental delays, Down syndrome and cerebral palsy) are taught how to ride and transition to a conventional bike within a 5-day period. The program utilizes adapted bikes and techniques developed by Dr. Richard Klein, a retired professor of mechanical engineering from the University of Illinois.To be eligible to enroll, riders must be at least eight years old, have a disability and be able to walk without an assistive device such as a walker or cane. Riders must be able to side-step quickly to both sides. Riders must have a minimum inseam measurement of 20 inches and weigh no more than 220 pounds.","Marion, Hamilton, Hendricks, Johnson, Morgan county residents",Marion,"Hamilton, Hendricks, Johnson, Morgan",12,www.eastersealscrossroads.org,Jane Dias,jdias@eastersealscrossroads.org,(317) 782-8888
Indian Creek Elementary-MSD of Lawrence Township Before/Afte,School Age Program,"Before and After Care provides a safe and stimulating environment for children. Children are provided opportunities to enjoy club activities which support each elementary school's focus; homework supervision, computerized academic support, sports and fun-filled enrichment activities.",Marion county residents,Marion,n/a,12,Not Readily Available,Amy Leonhard,amyleonhard@msdlt.k12.in.us,(317) 423-8363
Kids' Connection ,School Age Program,"The purpose of the Kids' Connection program is to provide a safe and caring environment in which children can work and play with adult supervision in those hours before and after school when there is no one home. Children make new friends as they are guided to cooperate and share with others. Our program offers a variety of activities including arts and crafts, recreational games, computer lab and supervised homework.",Madison county residents,Madison,n/a,5,http://southmadison.in.schoolwebpages.com/education/dept/dept.php?sectionid=14,Courtney Kessler,eastkidsconn@smcsc.com,(765) 425-0815
Children of America,Child Care Center,Before and After care,Marion county residents,Marion,n/a,12,www.childrenofamerica.com,Rebecca Sklorenko,fdlawrencein@childrenofamerica.com,(317) 826-0399
Children's Village,Child Care Center,"Homework help, physical activity, school readiness activities.",Marion county residents,Marion,n/a,12,www.childrensvillagekids.org,Denise Ferrell,cvi@villages.org,(317) 821-9000
Christamore House Early Childhood Education Center,Child Care Center,"After-school for 5 to 15 years old, from 3 to 6 pm.",Marion county residents,Marion,n/a,12,Not Readily Available,Cynthia James,cynthia.james@christamorehouse.org,(317) 635-7211
"KNOT (Kids, Neighborhood, Outreach, and Teaching Program)",School Age Program,We provide a safe place for children to go. We have outside instructors come to teach new team sports as well as learn new areas of interest. We will be increasing our offer during this program in the near future which will allow us to do even more for the children we serve.,Marion county residents,Marion,n/a,12,www.saeaglecreek.org,Andy Wheeler,andy_wheeler@usc.salvationarmy.org,(317) 299-4454
Leaders of Tomorrow at Tabernacle Presbyterian Church,School Age Program,"Leaders of Tomorrow specialize in disadventage youth who are struggling with academics and behavior probelms.  We also do mentoring and sports enrichment (Early Fundamentals of Athletics), we have a full service computer lab for tech time and we take feild trips to children's museum once a month.",Marion county residents,Marion,n/a,12,Not Readily Available,James Turner,turnerjh@ips.k12.in.us,(817) 791-9645
Lebanon Area Boys & Girls Club,School Age Program,"The Lebanon Area Boys & Girls Club enables all young people, especially those who need us most, to reach their potential as productive, caring and responsible citizens. LABAGC offers programs that include homework assistance and career exploration, teens, leadership, mentoring, athletics, recycling/environmentalism and gardening. The Club is also the proud home of Girl Scout Troop #08328.",Boone county residents,Boone,n/a,5,www.labagc.org,Britiany Wines,bwines@labagc.org,(765) 482-5110
Martinsville YMCA Day Camp,School Age Program,"At YMCA Summer Day Camp, we nurture the potential of every child offering safe, fun and affordable day camp for youth ages 5 - 13. Our summer program provides a range of activities to entice everyone's interest, in an atmosphere that reinforces the values of caring, honesty, respect and responsibility. Kids enjoy a full summer of nature, water fun, games, field trips, sports, arts & crafts and new friendships. Weekly themes allow your child to make new discoveries to explore activities of interest such as a variety of sports, arts/theatre/music, science and more.",Morgan county residents,Morgan,n/a,5,www.bbjymca.org,Jennifer Neal,jennifer@bbjymca.org,(765) 342-6688
Mary Rigg Center-Hub @ George Washington Community School,School Age Program,This program is open to George Washington Community School students only.  The program focuses on academic success and enrichment activities.,Marion county residents,Marion,n/a,12,Not Readily Available,James Grim,grimj@ips.k12.in.us,(317) 693-5540
"Mill Creek Plus Program, Inc.",School Age Program,"Caring for the children, keeping them active in the gym. Gross motor skills with plenty of activities in the room and fine motor. Time given to complete homework or if need help.",Hendricks county residents,Hendricks,n/a,5,http://mccsc.k12.in.us/for-parents/before-and-after-care,Casey Purvis,cpurvis@tds.net,(317) 539-6623
Gifted & Talented Academy North,Child Care Center,A Beka Program,Marion county residents,Marion,n/a,12,Not Readily Available,Ashanti/Marcia Ordone/McKeller,gtacademynorth@aol.com,(317) 205-9264
"Heavenly Angels Academy, Inc.",Child Care Center,Early learning facility that offers a Montessori curriculum and a before and after school program that offers academic enrichment,Marion county residents,Marion,n/a,12,Not Readily Available,Jaquita Savage,tpetaway@hotmail.com,(317) 222-9888
Oaklandon Elementary - Before & After Care,School Age Program,"Before and After Care provides a safe and stimulating environment for children. Children are provided opportunities to enjoy club activities which support each elementary school's focus; homework supervision, computerized academic support, sports and fun-filled enrichment activities.",Marion county residents,Marion,n/a,12,Not Readily Available,Amy Leonhard,amyleonhard@msdlt.k12.in.us,(317) 423-8363
Our Lady of Greenwood School,School Age Program,Before and After Care.,Johnson county residents,Johnson,n/a,5,www.ol-g.org,Lucia Begley,office@ol-g.org,(317) 881-1300
Just My Size Academy Early Learning Center,Child Care Center,Not provided,Marion county residents,Marion,n/a,12,Not Readily Available,Yalonda Cobbs,jmsacademy@yahoo.com,(317) 547-4270
Kidscape #2,Child Care Center,"Transportation provided from: Crestview Elementary, Mary Castle Elementary, and Amy Beverland ElementaryWe offer a wonderful Full-Day Licensed Kindergarten Program.  Each location has a licensed Kindergarten teacher.  Smaller class sizes are also an extra benefit of our Kindergarten Program.  Unlike traditional schools where a teacher may have one class of 30 students or two half-day classes of 25 - 30 each, our Kindergarten has a maximum of 15 students.  This is a wonderful benefit that allows more time to be spent on your child.  We also offer a full day of instruction every day rather than the half day or alternate full day schedules that many school districts have switched to.Our summer program is amazing!  Children go on daily field trips to many exciting places around the area.  Some examples of field trips are swimming, bowling, skating, local parks, many different museums, the movies, and many other exciting trips.  We keep our school agers extremely active and on the go.",Marion county residents,Marion,n/a,12,kidscapelearningcenter.com,Brandi White,kidscape@att.net,(317) 849-6958
Kinder Care Learning Center #128,Child Care Center,Not provided,Marion county residents,Marion,n/a,12,kindercare.com,Amanda Bennett,300128@klcorp.com,(317) 897-9918
Kinder Care Learning Center #1488,Child Care Center,Summer Camp learning curriculum and After-school.,Marion county residents,Marion,n/a,12,Not Readily Available,Charlotte McCall,cmccall@klcorp.com,(317) 573-3633
Kinder Care Learning Center #925,Child Care Center,Our School Aged Program - Catch the Wave is designed to provide enrichment activities to children during before and after care and breaks.,Marion county residents,Marion,n/a,12,Not Readily Available,Jayne Milligan,300925@klcorp.com,(317) 882-4955
KinderCare Learning Center,Child Care Center,Not provided,Marion county residents,Marion,n/a,12,Not Readily Available,Terry Krohn,000372@klcorp.com,(317) 275-2865
KinderCare Learning Center # 134,Child Care Center,Before and after care Breaks Summer,Marion county residents,Marion,n/a,12,Not Readily Available,Heather Goodrich,300134@klcorp.com,(317) 849-1493
P.A.C.E. Afterschool Care,School Age Program,"Afterschool Care, outdoor play and Homework time.",Hendricks county residents,Hendricks,n/a,5,www.danville.k12.in.us,Malynn Hearon,mhearon@danville.k12.in.us,(317) 745-2131
LaPetite Academy Beech Grove 7016,Child Care Center,We have a specific curriculum for school age that engages them in areas that interest their age group and that still has an educational component; we also offer a great summer camp program where the class goes on a field trip 3x per week.,Marion county residents,Marion,n/a,12,Not Readily Available,Christine Shotton,cshotton@lapetite.com,(317) 788-0181
REC&U Before and After School Care @ Northwood Elementary,School Age Program,"REC&U is a before and after school program at the elementary school. The kids do recreation, enrichment and community involvement activities. Examples include but are not limited to sports, card and board games, homework help, science experiments, crafts, reading and computer time, and more.",Morgan county residents,Morgan,n/a,5,www.mooresvillepark.com,Kris Wilson,kwilson@pdswireless.com,(317) 831-7149
LYN House,Child Care Center,"During school year we provide one on one tutoring/mentoring to children on Tuesdays and Thursdays, in which we provide a snack.  Starting in the fall on Wednesdays we will provide homework help and enrichment time followed by a dinner.  During school breaks and summer we provide enrichment camps around the arts, snack is provided.",Marion county residents,Marion,n/a,12,www.lynhouse.org,Heidi Lyda,heidilynnlyda@gmail.com,(317) 638-7880
Shelbyville Parks & Recreation Summer Day Camp Program,School Age Program,"We provide a high quality program for youth in the summer time. We have field trips weekly, crafts, games, swimming and much more. We also provide a snack daily, free lunch, and all of this is included in your weekly fee, no additional charges. Great qualified staff with many who are college students going to school for elementary education, so it is great experience. Our facility is clean and our program is very organized.","Shelby, Decatur, Hancock, Rush county residents",Shelby,"Decatur, Hancock, Rush",5,www.shelbyparks.com,Trisha Tackett,ttackett@cityofshelbyvillein.com,(317) 392-5128
Skiles Test Elementary - Before & After Care,School Age Program,"Before and After Care provides a safe and stimulating environment for children. Children are provided opportunities to enjoy club activities which support each elementary school's focus; homework supervision, computerized academic support, sports and fun-filled enrichment activities.",Marion county residents,Marion,n/a,12,Not Readily Available,Amy Leonhard,amyleonhard@msdlt.k12.in.us,(317) 423-8363
Mount Zion Academy 2,Child Care Center,We serve children from Kindergarten to age 12 in a before and after school program. We also can accommodate children that are home schooled in our programming.,Marion county residents,Marion,n/a,12,Not Readily Available,Diana Gardenhire,mzakids3549@gmail.com,(317) 923-3343
St. Mary's Child Center @ William A Bell School 60,School Age Program,We are providing this service at the request of the IPS/Butler Laboratory School at School 60. We only provide at School 60 - this is a Reggio Inspired school and we incorporate that curriculum as well in our before/after care program. We provide the preschool classes in School 60 during the school hours.,Marion county residents,Marion,n/a,12,www.stmaryschildcenter.org,Sharon Stuhldreher,sstuhldreher@stmaryschildcenter.org,(317) 635-1491
Summer (STVI) TRADING For Something Better Summer Camp,School Age Program,"The summer camp focuses on exposing the youth to the many options that they will have once they graduate high school.  They are exposed to colleges, trades and varies careers.  They begin to development their academic resume, thinking about what it is going to take for them to achieve their life goals.  They build new relations with their peer group(s) but also with the mentors that can help guide them down the path in which they are seeking to go.  A typical day starts with a team building exercise.  Each day consisits of a site visit, lunch (restaurant, fast food, etc.) and an afternoon activity (Zoo, State Museum, etc.).  On Fridays the youth review the weeks activities, they participate in the ""Talks"" discussion/round table.  They young men and women discuss topics around gang vioience, bullying, financial literacy, GED vs. High School diploma, respect and making good choices, to name a few.  Every other Friday, a guest speaker is invited to speak to the group on a particular subject.  We also take part in Fitness Friday. (activity/exerciese).",Marion county residents,Marion,n/a,12,www.stoptheviolenceindy.org,Beatrice Beverly,bbeverly@stoptheviolenceindy.org,(317) 869-6936
Summer Advantage USA,School Age Program,"Summer Advantage is one of only two summer learning models in the nation that has been scientifically proven to improve student outcomes. Our model was evaluated in an independent evaluation by the Urban Institute using random assignment, the gold standard of evaluation methods. Elements of our model include standards-based instruction in literacy and math in the morning; afternoon enrichment ranging from STEM to art and sports; a healthy breakfast and lunch; and Mentor Fridays that consist of guest speakers, workplace tours, field trips, college campus visits and scholar-led community service projects. Students who attend our program not only gain over 2 months of academic skills; in the following year they also perform better in their classes and on standardized tests. By improving their academic skills and learning about college, careers and the value of giving back, our scholars expand their aspirations for the future.","Marion, Remainder of state county residents",Marion,Remainder of state,12,www.summeradvantage.org,Earl Phalen,info@summeradvantage.org,(866) 924-7226
Sunnyside Elementary ,School Age Program,"Before and After Care provides a safe and stimulating environment for children. Children are provided opportunities to enjoy club activities which support each elementary school's focus; homework supervision, computerized academic support, sports and fun-filled enrichment activities.",Marion county residents,Marion,n/a,12,Not Readily Available,Amy Leonhard,amyleonhard@msdlt.k12.in.us,(317) 423-8363
