Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
"Miami County Economic Development Authority, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Miami County Historical Society, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Miami County YMCA, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"North Miami Community Schools, Denver",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Peru Daily Tribune, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Peru Grissom Kiwanis Club, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Peru High School, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Peru Junior High School, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Peru Public Library, Peru,",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Peru/Grissom Kiwanis Club, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Rotary Club of Peru, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"Schneider Electric, Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"United Way of Miami Co., Peru",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Miami,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=52,Not Readily Available,Not Readily Available,Not Readily Available
"21st Century Scholars - West Region, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54 ,Not Readily Available,Not Readily Available,Not Readily Available
"Crawfordsville High School, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54 ,Not Readily Available,Not Readily Available,Not Readily Available
"Crawfordsville Rotary Club, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indianapolis Algebra Project, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"ISM College Planning, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Ivy Tech Community College Crawfordsville, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Lester B. Sommer Elementary, CRAWFORDSVILLE",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Montgomery County Community Foundation, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Montgomery County Council, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Montgomery County Youth Service Bureau, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"North Montgomery Comm Sch Corp, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Northridge Middle School, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Purdue Cooperative Extension, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Purdue Extension Montgomery Count, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"Southmont High School, Crawfordsville",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"The Excel Center, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"West Central Indiana - Area Health Ed. Ctr., Terre Haute",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Montgomery,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=54,Not Readily Available,Not Readily Available,Not Readily Available
"21st Century Scholars - West Region, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79 ,Not Readily Available,Not Readily Available,Not Readily Available
"21st Century Scholars- Scholar Corp, West Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79 ,Not Readily Available,Not Readily Available,Not Readily Available
"AIM alternative school program, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79 ,Not Readily Available,Not Readily Available,Not Readily Available
"Bauer Family Resources, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Beacon Academy, West Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Children's Literacy Coalition, West Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Dayton Elementary School, Dayton",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Excel Center, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Hanna Community Center, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Ivy Tech Community College, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Ivy Tech Corporate College, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Lafayette Adult Resource Academy, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Lafayette Crisis Center, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Public Schools Foundation of Tippecanoe Co., Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Purdue Community Relations, West Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Purdue University-Student Success Office, West Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"Sunnyside Middle School, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"The Child Care Resource Network, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"The Community Foundation of Greater Lafayette, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"WorkOne Lafayette, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tippecanoe,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=79,Not Readily Available,Not Readily Available,Not Readily Available
"21st Century Scholars, Indianapolis",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tipton,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=80 ,Not Readily Available,Not Readily Available,Not Readily Available
"Indiana University-Bloomington, School of Public Health, Bloomington",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Tipton,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=80 ,Not Readily Available,Not Readily Available,Not Readily Available
"21st Century Scholars - West Region, Lafayette",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Warren,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=86 ,Not Readily Available,Not Readily Available,Not Readily Available
"Attica-Williamsport Rotary, Pine Village",College Success Coalition,"The Indiana College Success Coalitions is a network of state and local organizations interested in increasing college access and success within the State of Indiana. Member organizations include local government, businesses, agencies, schools, local media, libraries, youth service organizations, service clubs, community foundations, faith-based organizations and others. Local organizations are part of county-level coalitions while statewide organizations are part of the state-level coalition. Collectively, these coalitions make up the Indiana College Success Coalition.",4,Warren,n/a,4,http://cgi.asainstitute.org/cgi-bin/csc/countyinfo?id=86 ,Not Readily Available,Not Readily Available,Not Readily Available
