Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
Parke County Chamber of Commerce,Local Economic Development Organization,Parke County Chamber of Commerce maintains a mission to be the driving force behind unifying businesses in Parke County ultimately leading to economic growth and vitality throughout the county.,Parke County,Parke,n/a,7,www.parkecountychamber.com,Greg Harbinson,parkecountyedo@sbcglobal.net,765.569.5565
Greencastle/Putnam County Development Center,Local Economic Development Organization,"The mission of the Greencastle/Putnam County Development Center is to promote investment in Putnam County which will result in quality job opportunities, sustain and contribute to economic growth, and improve the quality of life for our county.",Putnam County,Putnam,n/a,7,http://putnamcountyindianaeconomicdevelopment.com/,Bill Dory,economic_development@greencastle.com,765.653.2474
Sullivan County Redevelopment Commission,Local Economic Development Organization,Not readily available.,Sullivan County,Sullivan,n/a,7,www.sullivancountyindiana.us,Deann Talley,Sullivancounty@yahoo.com,812.691.1090
Vermillion County Economic Development Council,Local Economic Development Organization,Not readily available.,Vermillion County,Vermillion,n/a,7,www.vermillionrise.com,Dylan Riggen,dylan.riggen@vermillioncountyedc.com,765.832.3870
Terre Haute Economic Development Corporation,Local Economic Development Organization,"As Terre Haute, Indiana’s, Lead Economic Development Organization (LEDO), the Terre Haute Economic Development Corporation drives development and attraction of targeted business to our community. We implement a focused strategy that aggressively addresses our challenges, works to keep Terre Haute/Vigo County dynamic and vibrant and positions the community for changes in the national and global economies.",Vigo County,Vigo,n/a,7,www.terrehauteareaedc.com,Steve Witt,switt@terrehauteedc.com,812.234.2524
Accelerate West Central Indiana (Vigo),Regional Economic Development Organization,Not readily available.,"Clay, Parke, Putnam, Sullivan, Vermillion, and Vigo counties.",Vigo,"Clay, Parke, Putnam, Sullivan, Vermillion",7,www.WestCentralIndianaEDC.com,Steve Witt,Not Readily Available,812.234.2524
Accelerate West Central Indiana (Clay),Regional Economic Development Organization,Not readily available.,"Clay, Parke, Putnam, Sullivan, Vermillion, and Vigo counties.",Clay,"Clay, Parke, Putnam, Sullivan, Vermillion",7,www.WestCentralIndianaEDC.com,Steve Witt,Not Readily Available,812.234.2524
Accelerate West Central Indiana (Parke),Regional Economic Development Organization,Not readily available.,"Clay, Parke, Putnam, Sullivan, Vermillion, and Vigo counties.",Parke,"Clay, Parke, Putnam, Sullivan, Vermillion",7,www.WestCentralIndianaEDC.com,Steve Witt,Not Readily Available,812.234.2524
Accelerate West Central Indiana (Sullivan),Regional Economic Development Organization,Not readily available.,"Clay, Parke, Putnam, Sullivan, Vermillion, and Vigo counties.",Sullivan,"Clay, Parke, Putnam, Sullivan, Vermillion",7,www.WestCentralIndianaEDC.com,Steve Witt,Not Readily Available,812.234.2524
Accelerate West Central Indiana (Vermillion),Regional Economic Development Organization,Not readily available.,"Clay, Parke, Putnam, Sullivan, Vermillion, and Vigo counties.",Vermillion,"Clay, Parke, Putnam, Sullivan, Vermillion",7,www.WestCentralIndianaEDC.com,Steve Witt,Not Readily Available,812.234.2524
Brown County Economic Development Commission,Local Economic Development Organization,"The Brown County Economic Development focuses on attracting and retaining businesses in Nashville and Brown County Indiana.  Our goals are: Site search assistance, application and permit expertise, coordinating with local agencies, economic incentive coordination, community information, coordinate with small business and economic programs, guidance on business relocation and expansion",Brown County,Brown,n/a,8,www.browncountyeconomicdevelopment.com,Scott Rudd,srudd@townofnashville.org,812.988.5623
Daviess County Economic Development Corporation,Local Economic Development Organization,"From strategic EDIT funds to incremental financing opportunities to available bonds and loan support, Daviess County puts together strategic financing and incentive packages to make relocation or expansion plans attractive for short- and long-term growth. Economic development professionals work in partnership with CFO and relocation professionals to determine and match fiscal needs for property acquisition, leasing needs, build-to-suit, infrastructure, training funds and other critical elements for success.",Daviess County,Daviess,n/a,8,www.dcedc.net,Ron Arnold,rarnold@dcedc.net,812.254.1500
Greene County Economic Development Corporation,Local Economic Development Organization,"GCEDC's mission is to: ""enhance the quality of life for Greene County, Indiana residents by fostering an environment that will create and retain jobs, increase the tax base and promote economic growth."" ",Greene County,Greene,n/a,8,www.insidegreenecounty.com,Brianne Jerrels,bjerrels@insidegreenecounty.com,812. 847.4500
Lawrence County Economic Growth Council,Local Economic Development Organization,"The mission of the Lawrence County Economic Growth Council is to collaboratively plan for and guide the economic development of the county; to facilitate the expansion and retention of existing business; to aggressively recruit new business; and to support the development of a quality of life that makes Lawrence County a superior place to live, work and run a business.",Lawrence County,Lawrence,n/a,8,www.lawrencecountygrowth.com,Gene McCracken,economic@hpcisp.com,812.275.4493
Martin County Alliance for Economic Growth,Local Economic Development Organization,Not readily available.,Martin County,Martin,n/a,8,www.martinalliance.org,Tim Kinder,tkinder@martinalliance.org,812.295.4800
Bloomington Economic Development Corporation,Local Economic Development Organization,"The BEDC is the catalyst for retention, development and attraction of quality jobs in Monroe County. The BEDC fulfills its mission through the following strategic initiatives: Providing leadership on issues that affect business growth, challenges to job creation and long-term competitiveness of our economy. Facilitating retention and expansion of primary employers and key industries. Driving development and attraction of targeted businesses to our greater community.",Monroe County,Monroe,n/a,8,www.comparebloomington.us,Lynn Coyne,lcoyne@comparebloomington.us,812.335.7346
Orange County Economic Development Partnership,Local Economic Development Organization,Improve the quality of life of Orange County citizens through activities that simulate economic development.,Orange County,Orange,n/a,8,www.ocedp.com,Judy Gray,jgray@ocedp.com,812.723.3388
Owen County Chamber of Commerce & Economic Development Corporation,Local Economic Development Organization,"Mission: To provide quality solutions for the advancement of economic development - including entrepreneurship education. To work with desirable new light to medium industrial businesses and to assist in their relocation to the area or expansion thereof. To encourage sound local hiring practices and to assist with workforce development opportunities. To help create, maintain, and improve job opportunities for our citizens and expand the economic tax base of the community. To act as a liaison between local government and the business and industry - promoting partnership and common vision. To aid local government in obtaining and coordinating resources, grants, etc. for th ebenefit of our citizens.",Owen County,Owen,n/a,8,www.owencountyindiana.org,Gwen Tucker,occcedc@gmail.com,812.829.3245
Radius Indiana-A (Lawrence),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Lawrence,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-A (Crawford),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Crawford,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",10,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-A (Daviess),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Daviess,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-A (Dubois),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Dubois,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",11,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-A (Greene),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Greene,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-A (Martin),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Martin,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-A (Orange),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Orange,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-A (Washington),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Washington,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",10,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Dearborn County Economic Development,Local Economic Development Organization,Not readily available.,Dearborn County,Dearborn,n/a,9,www.dearborncountyedi.com,Terri Randall,trandall@dearborncounty.in.gov,812.532.2085
Franklin County Economic Development Corporation,Local Economic Development Organization,"The FCADC is charged with formulating, implementing, and promoting a comprehensive countywide economic development strategy. The Corporation strives to create an atmosphere that nourishes planned growth and family sustainable employment opportunities.",Franklin County,Franklin,n/a,9,http://www.fcadc.com/,Bill Schirmer,economicdevelopment@franklincounty.in.gov,765.647.5340
Greensburg/Decatur County Economic Development Corporation,Local Economic Development Organization,Not readily available.,Decatur County,Decatur,n/a,9,www.edcgdc.com,Marc Coplon,mcoplon@edcgdc.com,812.222.2520
I-74 Business Corridor (Dearborn),Regional Economic Development Organization,"The I-74 Business Corridor brings together economic development and business leaders from the City of Batesville and Dearborn, Decatur, Franklin, Ripley, Rush and Shelby Counties in a collaborative effort to help companies like yours do business here.","Dearborn, Decatur, Franklin, Ripley, Rush, and Shelby counties.",Dearborn,n/a,9,www.I-74biz.com,Dan Theobald,Not Readily Available,317.398.8903
I-74 Business Corridor (Decatur),Regional Economic Development Organization,"The I-74 Business Corridor brings together economic development and business leaders from the City of Batesville and Dearborn, Decatur, Franklin, Ripley, Rush and Shelby Counties in a collaborative effort to help companies like yours do business here.","Dearborn, Decatur, Franklin, Ripley, Rush, and Shelby counties.",Decatur,n/a,9,www.I-74biz.com,Dan Theobald,Not Readily Available,317.398.8903
I-74 Business Corridor (Franklin),Regional Economic Development Organization,"The I-74 Business Corridor brings together economic development and business leaders from the City of Batesville and Dearborn, Decatur, Franklin, Ripley, Rush and Shelby Counties in a collaborative effort to help companies like yours do business here.","Dearborn, Decatur, Franklin, Ripley, Rush, and Shelby counties.",Franklin,n/a,9,www.I-74biz.com,Dan Theobald,Not Readily Available,317.398.8903
I-74 Business Corridor (Ripley),Regional Economic Development Organization,"The I-74 Business Corridor brings together economic development and business leaders from the City of Batesville and Dearborn, Decatur, Franklin, Ripley, Rush and Shelby Counties in a collaborative effort to help companies like yours do business here.","Dearborn, Decatur, Franklin, Ripley, Rush, and Shelby counties.",Ripley,n/a,9,www.I-74biz.com,Dan Theobald,Not Readily Available,317.398.8903
I-74 Business Corridor (Rush),Regional Economic Development Organization,"The I-74 Business Corridor brings together economic development and business leaders from the City of Batesville and Dearborn, Decatur, Franklin, Ripley, Rush and Shelby Counties in a collaborative effort to help companies like yours do business here.","Dearborn, Decatur, Franklin, Ripley, Rush, and Shelby counties.",Rush,n/a,6,www.I-74biz.com,Dan Theobald,Not Readily Available,317.398.8903
I-74 Business Corridor (Shelby),Regional Economic Development Organization,"The I-74 Business Corridor brings together economic development and business leaders from the City of Batesville and Dearborn, Decatur, Franklin, Ripley, Rush and Shelby Counties in a collaborative effort to help companies like yours do business here.","Dearborn, Decatur, Franklin, Ripley, Rush, and Shelby counties.",Shelby,n/a,5,www.I-74biz.com,Dan Theobald,Not Readily Available,317.398.8903
Jackson County Industrial Development Corporation,Local Economic Development Organization,Leading the way for industrial and economic development assistance since 1984 has been Jackson County Industrial Development Corporation (JCIDC).,Jackson County,Jackson,n/a,9,www.jcidc.com,Jim Plump,jimplump@jcidc.com,812. 522.4951
Jefferson County Industrial Development Corporation,Local Economic Development Organization,"The Madison Area Chamber of Commerce and Jefferson County Industrial Development Corporation had a shared a vision of prosperity, and now they have joined forces to strengthen support for business in our area. Focusing on their common goals, the two organizations are now a unified presence.  This alliance promotes a comprehensive, community-oriented approach to customer service with the benefits of shared resources.",Jefferson County,Jefferson,n/a,9,www.madisonindiana.com,Nathan Hadley,nhadley@madisonindiana.com,812.265.4769
Jennings County Economic Development Commission,Local Economic Development Organization,"Our Vision: A growth oriented and dynamic local economy fostering valuable employment opportunites, educational development, and encompassing life qualities for our community.",Jennings County,Jennings,n/a,9,www.jenningsedc.com,Kathy Ertel,kertel@jenningsedc.com,812.346.2388
Ripley County Economic Development Corporation,Local Economic Development Organization,"The RCEDC mission is two fold. One, to seek and provide economic development activities that promote new business development growth, thus offering diverse employment opportunities for the citizens of the county. Two, facilitate business expansion and retention programs that will enhance the growth and success of the existing industry community. ",Ripley County,Ripley,n/a,9,www.ripleycountyedc.com,Gary Norman,gnorman@ripleycountyedc.com,812.689.4344
Rising Sun/Ohio County Economic Development Corporation,Local Economic Development Organization,"The Mission of the Ohio County Economic Development Corporation is to provide leadership for economic growth in Ohio County, Indiana. The purpose of the Ohio County Economic Development Corporation is to improve the community that we live in through the creation and retention of jobs.",Ohio County,Ohio,n/a,9,www.risingsunworks.com,Lane Siekman,lane@siekmanlaw.com,888.935.9449
Southeast Indiana Growth Alliance (Dearborn),Regional Economic Development Organization,Not readily available.,"Dearborn, Franklin, Ohio, Ripley, and Switzerland counties.",Dearborn,n/a,9,www.SoutheastIndiana.org,Gary Norman,,812.689.4344
Southeast Indiana Growth Alliance (Franklin),Regional Economic Development Organization,Not readily available.,"Dearborn, Franklin, Ohio, Ripley, and Switzerland counties.",Franklin,n/a,9,www.SoutheastIndiana.org,Gary Norman,,812.689.4344
Southeast Indiana Growth Alliance (Ohio),Regional Economic Development Organization,Not readily available.,"Dearborn, Franklin, Ohio, Ripley, and Switzerland counties.",Ohio,n/a,9,www.SoutheastIndiana.org,Gary Norman,,812.689.4344
Southeast Indiana Growth Alliance (Ripley),Regional Economic Development Organization,Not readily available.,"Dearborn, Franklin, Ohio, Ripley, and Switzerland counties.",Ripley,n/a,9,www.SoutheastIndiana.org,Gary Norman,,812.689.4344
Southeast Indiana Growth Alliance (Switzerland),Regional Economic Development Organization,Not readily available.,"Dearborn, Franklin, Ohio, Ripley, and Switzerland counties.",Switzerland,n/a,9,www.SoutheastIndiana.org,Gary Norman,,812.689.4344
Switzerland County Economic Development Corporation,Local Economic Development Organization,"Vision: Switzerland County will be a community that has taken command of its own future. It will retain and attract talented people by providing a high quality of life as well as growing social and economic opportunities. The community will be renowned throughout the tri-state region for: Protecting a clean, safe, rural lifestyle while providing 21st century infrastructure, public, medical, and education services. Being a home to a top quality workforce and to businesses that not only offer high-skill job opportunities but are also great community citizens.",Switzerland County,Switzerland,n/a,9,www.switzerlandusa.com,Jon Bond,jcbond@switzerlandusa.com,855.627.5526
One Southern Indiana,Local Economic Development Organization,"One Southern Indiana is the combined Economic Development Council and Chamber of Commerce for Clark and Floyd Counties on the Indiana side of the Louisville, Kentucky metropolitan area. One Southern Indiana proactively works to grow our regional economy through business attraction, retention and expansion; through encouraging and supporting entrepreneurs; and through providing government and workforce advocacy, business education, networking opportunities and other business services to our investors.",Clark County,Clark,n/a,10,www.1si.org,Wendy Dant Chesser,Wendy@1si.org,812.945.0266
Crawford County Economic Development,Local Economic Development Organization,Not readily available.,Crawford County,Crawford,n/a,10,www.selectcrawfordcounty.com,Don Dubois,don@selectcc.com,812.739.2248
One Southern Indiana-A,Local Economic Development Organization,"One Southern Indiana is the combined Economic Development Council and Chamber of Commerce for Clark and Floyd Counties on the Indiana side of the Louisville, Kentucky metropolitan area. One Southern Indiana proactively works to grow our regional economy through business attraction, retention and expansion; through encouraging and supporting entrepreneurs; and through providing government and workforce advocacy, business education, networking opportunities and other business services to our investors.",Floyd County,Floyd,n/a,10,www.1si.org,Wendy Dant Chesser,Wendy@1si.org,812.945.0266
Harrison County Economic Development Corporation,Local Economic Development Organization,"The Harrison County Economic Development Corporation is a public/private partnership building a better economic future through effective planning, economic diversification, and the growth of quality employers.",Harrison County,Harrison,n/a,10,www.hcedcindiana.org,Darrell Voelker,dvoelker@hcedcindiana.org,812.738.0120
Scott County Economic Development Corporation,Local Economic Development Organization,"It is the mission of the Scott County Economic Development Corporation (SCEDC) to offer the best services for thriving new and existing industries, while expanding future opportunities for Scott County residents through the jobs and benefits successful businesses and industries create.",Scott County,Scott,n/a,10,www.scottcountyin.com,Robert Peacock,rpeacock@scottcountyin.com,812.752.7268
Washington County Economic Growth Partnership,Local Economic Development Organization,"The mission of the Washington County Economic Growth Partnership is to increase job opportunities through business expansion and recruitment efforts to promote economic growth and improved quality of life for the citizens of Washington County, Indiana.",Washington County,Washington,n/a,10,www.wcegp.org,Sabrina Burdine,sabrina.burdine@wcegp.org,812.883.8803
One Southern Indiana-B (Floyd),Regional Economic Development Organization,"One Southern Indiana is the combined Economic Development Council and Chamber of Commerce for Clark and Floyd Counties on the Indiana side of the Louisville, Kentucky metropolitan area. One Southern Indiana proactively works to grow our regional economy through business attraction, retention and expansion; through encouraging and supporting entrepreneurs; and through providing government and workforce advocacy, business education, networking opportunities and other business services to our investors.",Clark and Floyd counties.,Floyd,Floyd,10,www.1si.org,Wendy Dant Chesser,Not Readily Available,812.945.0266
One Southern Indiana-B (Clark),Regional Economic Development Organization,"One Southern Indiana is the combined Economic Development Council and Chamber of Commerce for Clark and Floyd Counties on the Indiana side of the Louisville, Kentucky metropolitan area. One Southern Indiana proactively works to grow our regional economy through business attraction, retention and expansion; through encouraging and supporting entrepreneurs; and through providing government and workforce advocacy, business education, networking opportunities and other business services to our investors.",Clark and Floyd counties.,Clark,Clark,10,www.1si.org,Wendy Dant Chesser,Not Readily Available,812.945.0266
Radius Indiana-B (Lawrence),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Lawrence,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-B (Crawford),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Crawford,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",10,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-B (Daviess),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Daviess,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-B (Dubois),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Dubois,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",11,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-B (Greene),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Greene,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-B (Martin),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Martin,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-B (Orange),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Orange,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",8,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
Radius Indiana-B (Washington),Regional Economic Development Organization,"The mission of Radius Indiana is to lead regional collaboration by leveraging the diverse assets of Southern Indiana to drive attraction, retention and expansion of business, thereby increasing employment and investment opportunities and quality of life within the region. Vision: Radius Indiana is a results-driven, innovative regional leader for economic development activities, improving the economic well-being of Southern Indiana.","Crawford, Daviess, Dubois, Greene, Lawrence, Martin, Orange, and Washington counties.",Washington,"Crawford, Daviess, Dubois, Greene, Martin, Orange, Washington",10,www.RadiusIndiana.com,Becky Skillman,Not Readily Available,812.277.9778
South Central Indiana Economic Development Group (Bartholomew),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Bartholomew,n/a,9,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Clark),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Clark,n/a,10,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Decatur),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Decatur,n/a,9,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Floyd),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Floyd,n/a,10,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Harrison),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Harrison,n/a,10,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Jackson),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Jackson,n/a,9,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Jefferson),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Jefferson,n/a,9,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Jennings),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Jennings,n/a,9,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Scott),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Scott,n/a,10,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
South Central Indiana Economic Development Group (Washington),Regional Economic Development Organization,The South Central Indiana Economic Development Group is a regional partnership available to provide specialized knowledge and assistance for companies and site selection consultants.,"Bartholomew, Clark, Decatur, Floyd, Harrison, Jackson, Jefferson, Jennings, Scott, and Washington counties.",Washington,n/a,10,www.SouthCentralIndiana.com,Darrell Voelker,Not Readily Available,812.738.0120
Burris Laboratory School,School District/Corporation,,,Clark,,10,,,,
C A Beard Memorial School Corp,School District/Corporation,,,Clark,,10,,,,
CSUSA Donnan,School District/Corporation,,,Clark,,10,,,,
CSUSA Howe School District,School District/Corporation,,,Clark,,10,,,,
Carpe Diem - Meridian Campus,School District/Corporation,,,Crawford,,10,,,,
Delphi Community School Corp,School District/Corporation,,,Floyd,,10,,,,
